ngay,mo cua,dong cua,thay doi,%thay doi,KLGD khop lenh,KLGD thoa thuan,KLGD tong cong,GTGD khop lenh (ty),GTGD thoa thuan (ty),GTGD tong cong (ty)
15/09/2020,127.434473,127.927546,0.49,0.39,"57,734,928","4,208,049","61,942,977",607.9,95.55,703.45
16/09/2020,127.927546,127.871495,-0.06,-0.04,"53,020,156","10,968,059","63,988,215",521.33,325.99,847.32
17/09/2020,127.871495,128.474512,0.6,0.47,"58,380,014","3,107,593","61,487,607",702.39,68.16,770.55
18/09/2020,128.474511,129.201307,0.73,0.57,"43,222,995","1,012,832","44,235,827",470.13,20.55,490.68
21/09/2020,129.201308,130.579317,1.38,1.07,"69,188,597","15,519,665","84,708,262",777.91,468.42,"1,246.33"
22/09/2020,130.579316,132.191604,1.61,1.23,"66,597,919","9,028,871","75,626,790",859.23,173.79,"1,033.01"
23/09/2020,132.191604,132.642341,0.45,0.34,"50,990,054","8,396,430","59,386,484",635.91,136.43,772.34
24/09/2020,132.642341,131.712047,-0.93,-0.7,"45,847,426","8,872,511","54,719,937",560.35,136.42,696.76
25/09/2020,131.712048,131.522089,-0.19,-0.14,"48,371,754","14,292,318","62,664,072",626.02,279.54,905.57
28/09/2020,131.522089,133.12215,1.6,1.22,"52,337,676","7,420,739","59,758,415",670.26,136.07,806.33
29/09/2020,133.12215,131.737543,-1.38,-1.04,"62,257,668","6,150,713","68,408,381",737.04,204.31,941.35
30/09/2020,131.737543,132.933015,1.2,0.91,"43,369,120","5,937,411","49,306,531",533.26,163.55,696.81
01/10/2020,132.933015,133.496148,0.56,0.42,"54,159,767","2,366,551","56,526,318",690.33,27.51,717.84
02/10/2020,133.496148,134.908177,1.41,1.06,"87,915,215","1,443,260","89,358,475","1,278.89",15.9,"1,294.78"
05/10/2020,134.908177,137.18741,2.28,1.69,"79,313,307","914,345","80,227,652",934.62,25.16,959.78
06/10/2020,137.187409,137.773014,0.59,0.43,"58,134,867","674,733","58,809,600",749.87,9.68,759.54
07/10/2020,137.773014,136.131261,-1.64,-1.19,"68,387,602","1,745,928","70,133,530",904.72,79.68,984.41
08/10/2020,136.131261,135.61468,-0.52,-0.38,"65,778,660","8,896,197","74,674,857",852.09,99.56,951.65
09/10/2020,135.61468,136.910643,1.3,0.96,"65,034,732","40,881,382","105,916,114",689.8,989.13,"1,678.93"
12/10/2020,136.910643,135.902317,-1.01,-0.74,"64,210,503","10,286,176","74,496,679",780.53,204.58,985.12
13/10/2020,135.902317,136.152151,0.25,0.18,"35,134,021","4,485,373","39,619,394",471.52,66.43,537.96
14/10/2020,136.152151,137.487629,1.34,0.98,"59,137,588","972,484","60,110,072",886.85,16.68,903.53
15/10/2020,137.487629,139.657488,2.17,1.58,"62,834,586","4,367,960","67,202,546",975.62,89.6,"1,065.22"
16/10/2020,139.657487,139.824057,0.17,0.12,"45,056,580","3,254,984","48,311,564",617.34,34.19,651.52
19/10/2020,139.824057,140.884005,1.06,0.76,"47,334,961","2,207,620","49,542,581",740.99,32.12,773.11
20/10/2020,140.884005,140.326968,-0.56,-0.4,"46,051,796","3,229,097","49,280,893",717.22,53.52,770.74
21/10/2020,140.326968,139.98247,-0.34,-0.25,"49,565,097","1,886,132","51,451,229",686.1,21.53,707.63
22/10/2020,139.98247,140.859438,0.88,0.63,"41,794,839","2,847,995","44,642,834",592.05,37.34,629.39
23/10/2020,140.859437,141.699604,0.84,0.6,"60,775,692","4,267,192","65,042,884",671.03,61.11,732.14
26/10/2020,141.699604,139.031312,-2.67,-1.88,"55,693,811","5,877,176","61,570,987",776.89,100.55,877.44
27/10/2020,139.031312,137.129928,-1.9,-1.37,"48,055,584","8,105,782","56,161,366",676.23,114.69,790.91
28/10/2020,137.129928,134.039928,-3.09,-2.25,"59,015,088","8,740,129","67,755,217",837.04,200.67,"1,037.71"
29/10/2020,134.039928,134.369837,0.33,0.25,"42,968,371","2,943,835","45,912,206",556.1,62.85,618.95
30/10/2020,134.369837,135.344154,0.97,0.73,"33,869,385","2,041,620","35,911,005",408.01,26.55,434.56
02/11/2020,135.344154,136.871484,1.53,1.13,"30,168,092","3,984,890","34,152,982",328.49,48.5,376.99
03/11/2020,136.871484,137.867094,1,0.73,"36,520,429","5,449,388","41,969,817",484.87,142.02,626.89
04/11/2020,138.575534,140.025585,1.45,1.05,"44,208,729","3,959,309","48,168,038",651.09,78.27,729.37
05/11/2020,140.025585,138.302768,-1.72,-1.23,"34,721,880","3,893,670","38,615,550",480.7,45.06,525.75
06/11/2020,138.302768,139.30864,1.01,0.73,"32,392,178","3,204,223","35,596,401",372.19,44.96,417.14
09/11/2020,139.30864,141.609859,2.3,1.65,"53,564,813","2,990,009","56,554,822",658.24,75.81,734.06
10/11/2020,141.609859,141.366851,-0.24,-0.17,"69,301,876","10,570,749","79,872,625",898.05,126.63,"1,024.68"
11/11/2020,141.366851,141.820314,0.45,0.32,"43,708,099","36,139,606","79,847,705",607.48,517.35,"1,124.84"
12/11/2020,141.820314,144.619616,2.8,1.97,"55,452,124","2,053,936","57,506,060",923.58,25.15,948.73
13/11/2020,144.619616,144.740161,0.12,0.08,"49,269,853","6,219,705","55,489,558",702.6,107.49,810.1
16/11/2020,144.740161,143.35584,-1.38,-0.96,"58,094,280","2,903,750","60,998,030",833.66,61.6,895.27
17/11/2020,143.35584,146.575965,3.22,2.25,"66,052,735","6,329,139","72,381,874","1,134.25",141.14,"1,275.39"
18/11/2020,146.575965,146.79685,0.22,0.15,"59,170,462","4,379,090","63,549,552",922.78,111.27,"1,034.05"
19/11/2020,146.79685,146.853816,0.06,0.04,"56,703,970","9,213,622","65,917,592",927.48,199.39,"1,126.87"
20/11/2020,146.853816,147.210162,0.36,0.24,"61,937,085","5,374,488","67,311,573",941.02,155.22,"1,096.24"
23/11/2020,147.210162,148.175102,0.96,0.66,"63,270,462","4,890,180","68,160,642","1,009.98",179.65,"1,189.63"
24/11/2020,148.175102,147.583953,-0.59,-0.4,"69,977,550","8,469,105","78,446,655","1,138.98",145.68,"1,284.66"
25/11/2020,147.583953,148.090041,0.51,0.34,"73,244,103","5,244,828","78,488,931","1,064.48",69.28,"1,133.75"
26/11/2020,148.09004,148.395138,0.31,0.21,"62,252,832","9,892,989","72,145,821","1,129.44",182.54,"1,311.98"
27/11/2020,148.395138,148.165508,-0.23,-0.15,"50,992,707","7,567,932","58,560,639",741.49,143.98,885.48
30/11/2020,148.165507,147.703971,-0.46,-0.31,"57,834,659","12,185,242","70,019,901",954.53,229.21,"1,183.75"
01/12/2020,147.703971,148.931516,1.23,0.83,"82,178,695","4,307,954","86,486,649","1,338.08",59.37,"1,397.45"
02/12/2020,148.931516,150.795851,1.86,1.25,"67,293,141","2,486,465","69,779,606",968.41,40.22,"1,008.63"
03/12/2020,150.79585,151.9858,1.19,0.79,"55,280,885","5,170,164","60,451,049",790.4,123.97,914.37
04/12/2020,151.985801,152.483016,0.5,0.33,"60,647,496","11,876,687","72,524,183",771.04,185.41,956.45
07/12/2020,152.483016,154.199816,1.72,1.13,"58,099,377","7,113,082","65,212,459",764.88,68.4,833.28
08/12/2020,154.199816,156.60516,2.41,1.56,"72,802,304","11,667,653","84,469,957",988.47,161.7,"1,150.17"
09/12/2020,156.605161,158.741749,2.14,1.36,"74,465,678","10,472,316","84,937,994",847.94,178.91,"1,026.85"
10/12/2020,158.741749,159.297429,0.56,0.35,"72,316,606","11,623,948","83,940,554",877.62,170.76,"1,048.38"
11/12/2020,159.297428,162.324826,3.03,1.9,"54,130,929","6,898,432","61,029,361",710.19,133.1,843.29
14/12/2020,162.324826,165.741315,3.42,2.1,"76,284,345","17,089,190","93,373,535","1,001.73",486.25,"1,487.98"
15/12/2020,165.741315,167.866,2.12,1.28,"100,958,397","14,875,125","115,833,522","1,127.79",267.89,"1,395.68"
16/12/2020,167.865999,171.615995,3.75,2.23,"71,382,900","21,668,307","93,051,207",908.21,345.44,"1,253.65"
17/12/2020,171.615995,172.004675,0.39,0.23,"112,313,328","2,593,256","114,906,584","1,186.76",41.45,"1,228.21"
18/12/2020,172.004675,177.020087,5.02,2.92,"88,928,387","3,508,268","92,436,655","1,061.66",75.21,"1,136.87"
21/12/2020,177.020087,182.114193,5.09,2.88,"115,950,696","16,806,400","132,757,096","1,480.71",296.22,"1,776.93"
22/12/2020,182.114194,187.847862,5.73,3.15,"114,509,670","43,683,360","158,193,030","1,451.70",706.46,"2,158.17"
23/12/2020,187.847862,190.252536,2.4,1.28,"145,206,159","22,972,473","168,178,632","1,602.37",329.27,"1,931.64"
24/12/2020,190.252536,187.629781,-2.62,-1.38,"133,096,036","19,349,915","152,445,951","1,438.64",330.97,"1,769.61"
25/12/2020,187.629781,192.455256,4.83,2.57,"98,340,719","16,458,955","114,799,674","1,170.71",310.2,"1,480.91"
28/12/2020,192.455256,196.573667,4.12,2.14,"122,747,667","42,701,683","165,449,350","1,587.07",757.04,"2,344.11"
29/12/2020,196.573667,197.101172,0.53,0.27,"101,812,186","62,936,130","164,748,316","1,251.29",728.99,"1,980.28"
30/12/2020,197.101172,196.94059,-0.16,-0.08,"110,872,108","2,089,714","112,961,822","1,138.77",57.11,"1,195.88"
31/12/2020,196.94059,203.115098,6.17,3.14,"100,281,136","35,981,611","136,262,747","1,159.49",533.39,"1,692.88"
04/01/2021,203.115098,206.28147,3.17,1.56,"106,271,330","12,589,315","118,860,645","1,481.67",213.25,"1,694.91"
05/01/2021,206.28147,208.128106,1.85,0.9,"123,520,433","45,099,690","168,620,123","1,731.38",687.91,"2,419.29"
06/01/2021,208.128107,211.6776,3.55,1.71,"126,097,649","21,978,367","148,076,016","1,747.39",324.93,"2,072.32"
07/01/2021,211.6776,216.229889,4.55,2.15,"146,687,275","10,116,433","156,803,708","2,162.76",253.85,"2,416.62"
08/01/2021,216.229888,217.397579,1.17,0.54,"165,060,870","3,275,945","168,336,815","2,253.36",45.96,"2,299.32"
11/01/2021,217.397579,219.120917,1.72,0.79,"137,969,521","16,722,500","154,692,021","2,108.03",298.54,"2,406.57"
12/01/2021,219.120917,221.970784,2.85,1.3,"166,570,688","748,213","167,318,901","2,360.98",17.59,"2,378.57"
13/01/2021,221.970785,222.489172,0.52,0.23,"197,181,639","6,934,001","204,115,640","3,006.16",127.34,"3,133.50"
14/01/2021,222.489171,222.268629,-0.22,-0.1,"124,683,342","3,307,669","127,991,011","1,873.01",80.13,"1,953.14"
15/01/2021,222.26863,225.466257,3.2,1.44,"174,574,053","11,171,536","185,745,589","2,776.25",176.22,"2,952.47"
18/01/2021,225.466256,230.504768,5.04,2.23,"155,722,835","2,502,099","158,224,934","2,314.74",43.43,"2,358.17"
19/01/2021,230.504768,224.024139,-6.48,-2.81,"263,670,027","17,306,927","280,976,954","3,632.77",324.62,"3,957.39"
20/01/2021,224.024139,233.256503,9.23,4.12,"172,499,955","995,737","173,495,692","2,212.40",13.16,"2,225.57"
21/01/2021,233.256504,240.27273,7.02,3.01,"128,159,184","4,391,678","132,550,862","1,967.42",78.1,"2,045.52"
22/01/2021,240.272729,240.115195,-0.16,-0.07,"144,572,240","8,581,324","153,153,564","1,962.29",165.02,"2,127.31"
25/01/2021,240.115195,231.842193,-8.27,-3.45,"146,309,937","5,218,234","151,528,171","2,088.48",56.97,"2,145.45"
26/01/2021,231.842192,227.816728,-4.03,-1.74,"183,503,721","6,496,783","190,000,504","2,457.35",226.95,"2,684.31"
27/01/2021,227.816729,220.786889,-7.03,-3.09,"137,352,831","9,520,880","146,873,711","1,857.25",240.83,"2,098.07"
28/01/2021,220.786889,203.045151,-17.74,-8.04,"119,345,337","13,520,674","132,866,011","1,633.16",203.95,"1,837.11"
29/01/2021,203.045151,214.212622,11.17,5.5,"162,951,162","40,537,320","203,488,482","1,729.30",967.01,"2,696.31"
01/02/2021,214.212622,208.84622,-5.37,-2.51,"101,534,222","14,312,702","115,846,924","1,237.35",451.25,"1,688.60"
02/02/2021,208.84622,215.358953,6.51,3.12,"104,307,298","5,696,586","110,003,884","1,391.99",111.99,"1,503.98"
03/02/2021,215.358953,223.618845,8.26,3.84,"117,160,664","16,950,752","134,111,416","1,614.49",224.45,"1,838.94"
04/02/2021,223.618845,223.67883,0.06,0.03,"80,768,986","13,569,958","94,338,944","1,303.30",216.78,"1,520.09"
05/02/2021,223.67883,223.843428,0.16,0.07,"109,608,645",0,"109,608,645","2,082.52",0,"2,082.52"
08/02/2021,223.843428,220.763943,-3.08,-1.38,"122,185,642","3,567,585","125,753,227","1,879.13",60.34,"1,939.47"
09/02/2021,220.763943,224.901232,4.14,1.87,"73,849,671","3,070,752","76,920,423","1,257.89",57.02,"1,314.91"
17/02/2021,224.901232,230.573701,5.67,2.52,"80,158,011","503,043","80,661,054","1,405.81",23.77,"1,429.58"
18/02/2021,230.573701,230.958289,0.38,0.17,"124,754,301","2,502,062","127,256,363","2,116.19",112.01,"2,228.20"
19/02/2021,230.958289,231.180165,0.22,0.1,"100,487,526","1,363,825","101,851,351","1,724.37",48.48,"1,772.85"
22/02/2021,231.180165,237.972409,6.79,2.94,"104,566,337","2,133,389","106,699,726","1,742.63",36.36,"1,778.99"
23/02/2021,237.972409,238.782225,0.81,0.34,"124,703,167","14,652,573","139,355,740","2,054.93",197.32,"2,252.25"
24/02/2021,238.782225,237.88691,-0.9,-0.37,"148,639,107","8,263,730","156,902,837","2,324.59",129.78,"2,454.38"
25/02/2021,237.88691,246.20115,8.31,3.5,"113,362,762","2,103,663","115,466,425","1,868.98",43.11,"1,912.09"
26/02/2021,246.20115,249.223542,3.02,1.23,"113,027,062","10,302,785","123,329,847","1,902.76",226.21,"2,128.97"
01/03/2021,249.223542,252.369141,3.15,1.26,"121,160,252","5,833,709","126,993,961","2,115.83",86.42,"2,202.25"
02/03/2021,252.369141,247.938486,-4.43,-1.76,"111,067,422","8,432,847","119,500,269","1,941.93",170.21,"2,112.13"
03/03/2021,247.938486,254.099072,6.16,2.48,"118,078,208","13,089,409","131,167,617","1,775.92",211.68,"1,987.59"
04/03/2021,254.099072,255.773047,1.67,0.66,"171,277,656","4,840,837","176,118,493","2,711.28",83.19,"2,794.46"
05/03/2021,255.773047,259.804371,4.03,1.58,"151,837,717","6,155,011","157,992,728","2,360.57",143.81,"2,504.38"
08/03/2021,259.804371,263.41857,3.61,1.39,"143,326,715","1,384,656","144,711,371","2,094.58",22.37,"2,116.95"
09/03/2021,263.41857,264.82836,1.41,0.54,"143,878,969","6,706,002","150,584,971","2,040.87",103.63,"2,144.50"
10/03/2021,264.82836,267.104279,2.28,0.86,"147,168,549","16,049,463","163,218,012","2,223.08",174.88,"2,397.95"
11/03/2021,267.104279,273.521691,6.42,2.4,"158,702,767","1,415,556","160,118,323","2,573.05",47.74,"2,620.79"
12/03/2021,273.521691,273.910978,0.39,0.14,"140,815,735","3,756,562","144,572,297","2,275.68",67.06,"2,342.73"
15/03/2021,273.910978,275.188953,1.28,0.47,"136,837,453","4,531,433","141,368,886","2,101.68",49.21,"2,150.89"
16/03/2021,275.188953,275.878127,0.69,0.25,"164,936,693","3,334,780","168,271,473","2,668.64",93.84,"2,762.49"
17/03/2021,275.878128,276.547645,0.67,0.24,"142,987,724","6,559,280","149,547,004","2,400.51",61.45,"2,461.97"
18/03/2021,276.547645,277.480604,0.93,0.34,"143,093,257","5,005,382","148,098,639","2,644.55",71.99,"2,716.54"
19/03/2021,277.480604,277.698307,0.22,0.08,"140,322,896","11,116,821","151,439,717","2,269.26",297.17,"2,566.43"
22/03/2021,277.698307,274.838531,-2.86,-1.03,"131,598,669","28,959,119","160,557,788","1,904.92",540.1,"2,445.02"
23/03/2021,274.838531,272.343512,-2.5,-0.91,"163,960,658","15,920,578","179,881,236","2,590.26",159.49,"2,749.75"
24/03/2021,272.343511,268.693025,-3.65,-1.34,"168,551,684","9,816,006","178,367,690","2,560.54",236.84,"2,797.39"
25/03/2021,268.693025,267.189487,-1.5,-0.56,"107,194,292","7,635,421","114,829,713","1,467.39",119.25,"1,586.65"
26/03/2021,267.189487,270.959482,3.77,1.41,"215,622,952","8,800,923","224,423,875","3,405.87",84.85,"3,490.72"
29/03/2021,270.959482,276.161316,5.2,1.92,"170,220,537","7,999,342","178,219,879","2,524.69",194.54,"2,719.22"
30/03/2021,276.161316,281.144946,4.98,1.8,"160,783,444","8,399,570","169,183,014","2,555.33",228.53,"2,783.87"
31/03/2021,281.144947,286.66774,5.52,1.96,"210,779,964","3,235,488","214,015,452","3,409.17",39.49,"3,448.66"
01/04/2021,286.66774,292.399441,5.73,2,"187,336,986","3,272,002","190,608,988","3,284.72",35.52,"3,320.24"
02/04/2021,292.399441,294.889453,2.49,0.85,"178,006,432","3,919,961","181,926,393","3,447.42",51.34,"3,498.76"
05/04/2021,294.889453,291.237637,-3.65,-1.24,"149,004,209","5,470,675","154,474,884","2,401.48",51.12,"2,452.60"
06/04/2021,291.237637,291.678558,0.44,0.15,"189,576,119","8,457,897","198,034,016","3,488.71",161.93,"3,650.64"
07/04/2021,291.678558,292.835726,1.16,0.4,"157,636,222","6,335,524","163,971,746","2,752.16",73.01,"2,825.17"
08/04/2021,292.835725,293.749549,0.91,0.31,"178,358,127","4,940,734","183,298,861","2,917.24",92.01,"3,009.25"
09/04/2021,293.749549,293.785873,0.04,0.01,"160,773,693","3,721,061","164,494,754","2,758.16",81.19,"2,839.34"
12/04/2021,293.785873,295.534735,1.75,0.6,"183,188,830","8,586,328","191,775,158","3,092.20",120.39,"3,212.59"
13/04/2021,295.534735,292.186893,-3.35,-1.13,"227,435,372","5,149,938","232,585,310","3,913.18",122.39,"4,035.57"
14/04/2021,292.186893,294.830691,2.64,0.9,"155,331,024","11,723,950","167,054,974","2,545.54",221.94,"2,767.47"
15/04/2021,294.830691,296.123154,1.29,0.44,"157,389,076","14,651,605","172,040,681","2,872.45",347.8,"3,220.25"
16/04/2021,296.123154,293.114032,-3.01,-1.02,"218,553,575","6,476,392","225,029,967","3,576.72",255.03,"3,831.74"
19/04/2021,293.114031,295.753091,2.64,0.9,"151,356,123","7,410,212","158,766,335","2,627.14",170.44,"2,797.58"
20/04/2021,295.753091,296.478965,0.73,0.25,"155,994,338","4,429,623","160,423,961","2,836.65",230.13,"3,066.78"
22/04/2021,296.478965,287.036731,-9.44,-3.18,"168,423,134","12,034,460","180,457,594","3,286.40",443.54,"3,729.94"
23/04/2021,287.036731,283.634102,-3.4,-1.19,"137,591,146","1,306,616","138,897,762","2,361.23",27.88,"2,389.12"
26/04/2021,283.634102,280.684387,-2.95,-1.04,"127,927,049","13,899,800","141,826,849","2,307.09",326.7,"2,633.78"
27/04/2021,280.684387,280.563914,-0.12,-0.04,"100,361,765","2,050,108","102,411,873","1,674.36",42.09,"1,716.44"
28/04/2021,280.563913,282.074312,1.51,0.54,"85,772,532","11,154,193","96,926,725","1,705.55",297.73,"2,003.28"
29/04/2021,282.074313,281.75495,-0.32,-0.11,"85,159,764","36,258,481","121,418,245","1,711.47",686.14,"2,397.60"
04/05/2021,281.754949,277.713385,-4.04,-1.43,"100,597,636","1,845,558","102,443,194","1,818.46",44.09,"1,862.55"
05/05/2021,277.713386,280.930652,3.22,1.16,"115,064,476","19,779,177","134,843,653","2,349.83",494.54,"2,844.37"
06/05/2021,280.930652,281.087181,0.16,0.06,"112,032,968","3,060,458","115,093,426","1,998.43",45.1,"2,043.53"
07/05/2021,281.087181,279.858924,-1.23,-0.44,"114,839,125","7,474,105","122,313,230","2,167.44",189.54,"2,356.98"
10/05/2021,279.858923,280.267921,0.41,0.15,"109,923,189","5,987,086","115,910,275","2,187.56",100.15,"2,287.71"
11/05/2021,280.267921,279.764269,-0.5,-0.18,"110,156,837","2,031,732","112,188,569","2,271.08",35.18,"2,306.26"
12/05/2021,279.764269,282.330748,2.57,0.92,"88,940,900","3,416,062","92,356,962","1,908.64",70.29,"1,978.93"
13/05/2021,282.330748,287.030216,4.7,1.66,"118,866,406","8,820,232","127,686,638","2,592.21",173.7,"2,765.91"
14/05/2021,287.030215,294.723006,7.69,2.68,"139,312,343","21,925,338","161,237,681","2,917.92",550.42,"3,468.34"
17/05/2021,294.723007,296.787634,2.06,0.7,"128,831,173","67,025,183","195,856,356","2,736.65","1,587.99","4,324.63"
18/05/2021,296.787634,294.63544,-2.15,-0.73,"119,029,185","4,199,966","123,229,151","2,435.82",68.62,"2,504.44"
19/05/2021,294.63544,295.245979,0.61,0.21,"127,072,659","3,763,794","130,836,453","2,818.07",96.68,"2,914.75"
20/05/2021,295.245979,295.104782,-0.14,-0.05,"124,981,587","3,985,304","128,966,891","2,555.41",70.02,"2,625.43"
21/05/2021,295.104782,297.992416,2.89,0.98,"133,068,895","9,402,788","142,471,683","3,120.30",113.15,"3,233.46"
24/05/2021,297.992416,300.332264,2.34,0.79,"106,821,422","4,059,269","110,880,691","2,453.52",87.64,"2,541.16"
25/05/2021,300.332264,301.594099,1.26,0.42,"116,158,832","14,911,851","131,070,683","2,580.15",316.45,"2,896.60"
26/05/2021,301.594099,304.859478,3.27,1.08,"135,927,932","2,866,996","138,794,928","3,031.94",72.96,"3,104.91"
27/05/2021,304.859478,304.447017,-0.41,-0.14,"137,922,162","15,659,582","153,581,744","3,145.00",389.79,"3,534.79"
28/05/2021,304.447017,310.456192,6.01,1.97,"168,347,721","3,048,589","171,396,310","3,985.80",61.66,"4,047.46"
31/05/2021,310.456192,317.85388,7.4,2.38,"186,255,348","2,305,975","188,561,323","4,360.74",55.09,"4,415.83"
01/06/2021,317.85388,318.46752,0.61,0.19,"201,121,773","20,326,972","221,448,745","4,510.59",405.1,"4,915.69"
02/06/2021,318.467521,322.050846,3.58,1.13,"177,534,911","4,854,745","182,389,656","4,314.00",102.67,"4,416.66"
03/06/2021,322.050846,329.946683,7.9,2.45,"222,911,965","6,091,795","229,003,760","5,317.87",106.24,"5,424.10"
04/06/2021,329.946683,329.762373,-0.18,-0.06,"203,077,261","5,971,983","209,049,244","4,645.27",100.06,"4,745.33"
07/06/2021,329.762372,318.632664,-11.13,-3.38,"224,180,487","3,386,551","227,567,038","5,461.88",100.34,"5,562.21"
08/06/2021,318.632664,306.385254,-12.25,-3.84,"222,240,015","15,623,825","237,863,840","5,274.50",415.8,"5,690.31"
09/06/2021,306.385254,316.874737,10.49,3.42,"150,540,758","1,221,443","151,762,201","3,619.22",31.09,"3,650.32"
10/06/2021,316.874738,311.319341,-5.56,-1.75,"142,409,663","6,769,340","149,179,003","3,452.87",156.84,"3,609.72"
11/06/2021,311.31934,316.689629,5.37,1.73,"149,963,101","16,480,756","166,443,857","3,519.21",201.62,"3,720.83"
14/06/2021,316.689629,319.006387,2.32,0.73,"165,179,098","1,059,092","166,238,190","3,999.79",47.61,"4,047.40"
15/06/2021,319.006387,318.289231,-0.72,-0.22,"152,977,522","72,630,038","225,607,560","4,135.75","2,270.02","6,405.78"
16/06/2021,318.289231,313.652141,-4.64,-1.46,"174,294,882","9,725,338","184,020,220","4,364.03",200.65,"4,564.67"
17/06/2021,313.652141,317.073939,3.42,1.09,"146,396,249","7,185,052","153,581,301","3,334.29",182.58,"3,516.87"
18/06/2021,317.073939,318.731318,1.66,0.52,"134,983,259","4,617,413","139,600,672","2,867.79",167.93,"3,035.72"
21/06/2021,318.731318,316.241742,-2.49,-0.78,"136,596,831","7,544,456","144,141,287","2,982.28",220.71,"3,202.99"
22/06/2021,316.241742,317.086311,0.84,0.27,"139,095,386","24,486,429","163,581,815","2,940.57",732.25,"3,672.82"
23/06/2021,317.086312,315.799785,-1.29,-0.41,"122,072,303","4,174,988","126,247,291","2,720.20",155.95,"2,876.15"
24/06/2021,315.799785,315.082113,-0.72,-0.23,"89,522,419","3,285,202","92,807,621","2,000.79",160.71,"2,161.50"
25/06/2021,315.082113,318.224756,3.14,1,"117,562,574","693,759","118,256,333","2,909.72",28.04,"2,937.76"
28/06/2021,318.224755,323.099662,4.87,1.53,"128,011,369","2,487,459","130,498,828","2,965.51",100.26,"3,065.77"
29/06/2021,323.099662,323.793562,0.69,0.21,"128,677,504","4,179,978","132,857,482","3,132.98",102.87,"3,235.85"
30/06/2021,323.793562,323.319742,-0.47,-0.15,"99,873,579","3,249,008","103,122,587","2,301.26",103.41,"2,404.67"
01/07/2021,323.319742,325.720482,2.4,0.74,"151,103,067","5,294,406","156,397,473","3,580.97",188.77,"3,769.73"
02/07/2021,325.720482,328.011764,2.29,0.7,"139,570,599","8,198,188","147,768,787","3,353.14",210.12,"3,563.26"
05/07/2021,328.011764,327.761583,-0.25,-0.08,"138,292,126","5,248,522","143,540,648","3,325.58",44.25,"3,369.83"
06/07/2021,327.761583,318.512097,-9.25,-2.82,"160,239,441","7,283,780","167,523,221","3,987.38",148.34,"4,135.71"
07/07/2021,318.512097,319.829561,1.32,0.41,"145,981,688","22,966,275","168,947,963","3,444.58",453.35,"3,897.94"
08/07/2021,319.829561,315.980869,-3.85,-1.2,"94,624,225","45,422,980","140,047,205","2,180.86",987.32,"3,168.19"
09/07/2021,315.980869,306.731458,-9.25,-2.93,"119,824,697","6,249,751","126,074,448","2,712.57",107.45,"2,820.02"
12/07/2021,306.731458,292.976556,-13.75,-4.48,"183,296,158","11,103,326","194,399,484","3,961.02",178.02,"4,139.04"
13/07/2021,292.976556,296.6958,3.72,1.27,"100,819,561","31,533,423","132,352,984","2,004.69",635.41,"2,640.10"
14/07/2021,296.6958,296.84498,0.15,0.05,"88,504,504","8,076,944","96,581,448","1,858.00",148.7,"2,006.70"
15/07/2021,296.844981,306.29524,9.45,3.18,"94,066,512","24,201,579","118,268,091","2,252.19",445.74,"2,697.93"
16/07/2021,306.29524,307.764738,1.47,0.48,"94,988,244","2,676,139","97,664,383","2,242.04",84.32,"2,326.35"
19/07/2021,307.764738,292.06139,-15.7,-5.1,"119,855,183","10,273,168","130,128,351","2,503.79",351.7,"2,855.49"
20/07/2021,292.06139,301.106188,9.04,3.1,"92,875,350","13,591,575","106,466,925","2,068.97",413.47,"2,482.44"
21/07/2021,301.106188,300.801213,-0.3,-0.1,"59,507,532","2,987,884","62,495,416","1,373.04",52.37,"1,425.41"
22/07/2021,300.801212,305.968689,5.17,1.72,"87,203,705","10,151,946","97,355,651","1,867.27",293.57,"2,160.84"
23/07/2021,305.968689,301.772974,-4.2,-1.37,"86,924,157","14,593,633","101,517,790","1,980.87",294.69,"2,275.57"
26/07/2021,301.772975,302.877301,1.1,0.37,"71,614,998","3,640,860","75,255,858","1,638.04",80.14,"1,718.18"
27/07/2021,302.877301,305.999917,3.12,1.03,"90,311,401","4,199,973","94,511,374","2,147.43",71.27,"2,218.70"
28/07/2021,305.999917,306.250599,0.25,0.08,"62,309,412","12,494,732","74,804,144","1,527.23",353,"1,880.23"
29/07/2021,306.250599,310.97208,4.72,1.54,"87,653,506","2,469,489","90,122,995","2,176.15",61.35,"2,237.49"
30/07/2021,310.97208,314.849225,3.88,1.25,"106,403,489","3,316,098","109,719,587","2,721.94",101.6,"2,823.55"
02/08/2021,314.849225,314.931081,0.08,0.03,"102,623,778","5,033,370","107,657,148","2,443.25",160,"2,603.25"
03/08/2021,314.931081,319.127556,4.2,1.33,"113,092,156","552,201","113,644,357","2,978.11",7.44,"2,985.55"
04/08/2021,319.127556,320.017835,0.89,0.28,"119,130,027","940,179","120,070,206","2,773.55",19.14,"2,792.69"
05/08/2021,320.017835,325.462488,5.44,1.7,"134,164,621","20,051,940","154,216,561","3,178.73",691.52,"3,870.25"
06/08/2021,325.462488,325.460339,0,0,"135,407,116","36,524,947","171,932,063","3,234.98","1,216.91","4,451.88"
09/08/2021,325.460339,330.67594,5.22,1.6,"137,212,597","34,981,382","172,193,979","3,422.37","1,079.97","4,502.34"
10/08/2021,330.67594,335.075812,4.4,1.33,"161,591,753","1,253,792","162,845,545","3,913.20",23.95,"3,937.15"
